island,site,date,type,number,result,ground,predation
saipan,ladtd,3-Jul-13,disturbed,76,n,n,0
saipan,ladtd,3-Jul-13,disturbed,80,n,n,0
saipan,ladtd,3-Jul-13,disturbed,81,n,n,0
saipan,ladtd,3-Jul-13,disturbed,82,n,n,0
saipan,ladtd,3-Jul-13,disturbed,83,n,n,0
saipan,ladtd,3-Jul-13,disturbed,84,n,n,0
saipan,ladtd,3-Jul-13,disturbed,85,n,n,0
saipan,ladtd,3-Jul-13,disturbed,86,n,n,0
saipan,ladtd,3-Jul-13,disturbed,89,n,n,0
saipan,ladtd,3-Jul-13,disturbed,90,n,n,0
saipan,ladtd,3-Jul-13,disturbed,92,n,n,0
saipan,ladtd,3-Jul-13,disturbed,93,n,n,0
saipan,ladtd,3-Jul-13,disturbed,95,n,n,0
saipan,ladtd,3-Jul-13,disturbed,99,n,n,0
saipan,ladtd,3-Jul-13,disturbed,101,n,n,0
saipan,ladtd,3-Jul-13,disturbed,102,n,n,0
saipan,ladtd,3-Jul-13,disturbed,103,n,n,0
saipan,ladtd,3-Jul-13,disturbed,104,n,n,0
saipan,ladtd,3-Jul-13,disturbed,105,n,n,0
saipan,ladtd,3-Jul-13,disturbed,106,n,n,0
saipan,ladtd,3-Jul-13,disturbed,109,n,n,0
saipan,ladtd,3-Jul-13,disturbed,110,n,n,0
saipan,ladtd,3-Jul-13,disturbed,111,n,n,0
saipan,ladtd,3-Jul-13,disturbed,113,n,n,0
saipan,ladtd,3-Jul-13,disturbed,114,n,n,0
saipan,ladtd,3-Jul-13,disturbed,116,n,n,0
saipan,ladtd,3-Jul-13,disturbed,117,n,n,0
saipan,ladtd,3-Jul-13,disturbed,118,n,n,0
saipan,ladtd,3-Jul-13,disturbed,119,n,n,0
saipan,ladtd,3-Jul-13,disturbed,121,n,n,0
saipan,ladtd,3-Jul-13,disturbed,122,n,n,0
saipan,ladtd,3-Jul-13,disturbed,123,n,n,0
saipan,ladtd,3-Jul-13,disturbed,124,n,n,0
saipan,ladtd,3-Jul-13,disturbed,125,n,n,0
saipan,ladtd,3-Jul-13,disturbed,126,n,n,0
saipan,ladtd,3-Jul-13,disturbed,128,n,n,0
saipan,ladtd,3-Jul-13,disturbed,129,n,n,0
saipan,ladtd,3-Jul-13,disturbed,130,n,n,0
saipan,ladtd,3-Jul-13,disturbed,131,n,n,0
saipan,ladtd,3-Jul-13,disturbed,132,n,n,0
saipan,ladtd,3-Jul-13,disturbed,134,n,n,0
saipan,ladtd,3-Jul-13,disturbed,135,n,n,0
saipan,ladtd,3-Jul-13,disturbed,136,n,n,0
saipan,ladtd,3-Jul-13,disturbed,137,n,n,0
saipan,ladtd,3-Jul-13,disturbed,138,n,n,0
saipan,ladtd,3-Jul-13,disturbed,140,n,n,0
saipan,ladtd,3-Jul-13,disturbed,142,n,n,0
saipan,ladtd,3-Jul-13,disturbed,143,n,n,0
saipan,ladtd,3-Jul-13,disturbed,144,n,n,0
saipan,ladtd,3-Jul-13,disturbed,145,n,n,0
saipan,ladtd,3-Jul-13,disturbed,147,n,n,0
saipan,ladtd,3-Jul-13,disturbed,148,n,n,0
saipan,ladtd,3-Jul-13,disturbed,149,n,n,0
saipan,ladtd,3-Jul-13,disturbed,150,n,n,0
saipan,ladtd,3-Jul-13,disturbed,151,n,n,0
saipan,naftan,5-Jul-13,disturbed,1,n,n,0
saipan,naftan,5-Jul-13,disturbed,2,n,n,0
saipan,naftan,5-Jul-13,disturbed,4,n,n,0
saipan,naftan,5-Jul-13,disturbed,9,n,n,0
saipan,naftan,5-Jul-13,disturbed,10,n,n,0
saipan,naftan,5-Jul-13,disturbed,13,n,n,0
saipan,naftan,5-Jul-13,disturbed,14,n,n,0
saipan,naftan,5-Jul-13,disturbed,16,n,n,0
saipan,naftan,5-Jul-13,disturbed,17,n,n,0
saipan,naftan,5-Jul-13,disturbed,18,n,n,0
saipan,naftan,5-Jul-13,disturbed,22,n,n,0
saipan,naftan,5-Jul-13,disturbed,26,n,n,0
saipan,naftan,5-Jul-13,disturbed,27,n,n,0
saipan,naftan,5-Jul-13,disturbed,33,n,n,0
saipan,naftan,5-Jul-13,disturbed,34,n,n,0
saipan,naftan,5-Jul-13,disturbed,36,n,n,0
saipan,naftan,5-Jul-13,disturbed,37,n,n,0
saipan,naftan,5-Jul-13,disturbed,40,n,n,0
saipan,naftan,5-Jul-13,disturbed,41,n,n,0
saipan,naftan,5-Jul-13,disturbed,42,n,n,0
saipan,naftan,5-Jul-13,disturbed,43,n,n,0
saipan,naftan,5-Jul-13,disturbed,44,n,n,0
saipan,naftan,5-Jul-13,disturbed,45,n,n,0
saipan,naftan,5-Jul-13,disturbed,46,n,n,0
saipan,naftan,5-Jul-13,disturbed,48,n,n,0
saipan,naftan,5-Jul-13,disturbed,53,n,n,0
saipan,naftan,5-Jul-13,disturbed,54,n,n,0
saipan,naftan,5-Jul-13,disturbed,57,n,n,0
saipan,naftan,5-Jul-13,disturbed,59,n,n,0
saipan,naftan,5-Jul-13,disturbed,65,n,n,0
saipan,naftan,5-Jul-13,disturbed,67,n,n,0
saipan,naftan,5-Jul-13,disturbed,72,n,n,0
saipan,naftan,5-Jul-13,disturbed,74,n,n,0
saipan,naftan,5-Jul-13,disturbed,81,n,n,0
saipan,naftan,5-Jul-13,disturbed,82,n,n,0
saipan,naftan,5-Jul-13,disturbed,85,n,n,0
saipan,naftan,5-Jul-13,disturbed,88,n,n,0
saipan,naftan,5-Jul-13,disturbed,89,n,n,0
saipan,naftan,5-Jul-13,disturbed,92,n,n,0
saipan,naftan,5-Jul-13,disturbed,95,n,n,0
saipan,naftan,5-Jul-13,disturbed,97,n,n,0
saipan,naftan,5-Jul-13,disturbed,99,n,n,0
saipan,naftan,5-Jul-13,disturbed,100,n,n,0
saipan,naftan,5-Jul-13,disturbed,107,n,n,0
saipan,naftan,5-Jul-13,disturbed,108,n,n,0
saipan,naftan,5-Jul-13,disturbed,115,n,n,0
saipan,naftan,5-Jul-13,disturbed,116,n,n,0
saipan,naftan,5-Jul-13,disturbed,117,n,n,0
saipan,naftan,5-Jul-13,disturbed,118,n,n,0
saipan,naftan,5-Jul-13,disturbed,119,n,n,0
saipan,naftan,5-Jul-13,disturbed,120,n,n,0
saipan,naftan,5-Jul-13,disturbed,121,n,n,0
saipan,naftan,5-Jul-13,disturbed,134,n,n,0
saipan,naftan,5-Jul-13,disturbed,148,n,n,0
saipan,naftan,5-Jul-13,disturbed,149,n,n,0
saipan,ladtdn,5-Jul-13,native,3,n,n,0
saipan,ladtdn,5-Jul-13,native,4,n,n,0
saipan,ladtdn,5-Jul-13,native,5,n,n,0
saipan,ladtdn,5-Jul-13,native,6,n,n,0
saipan,ladtdn,5-Jul-13,native,7,n,n,0
saipan,ladtdn,5-Jul-13,native,9,n,n,0
saipan,ladtdn,5-Jul-13,native,10,n,n,0
saipan,ladtdn,5-Jul-13,native,12,n,n,0
saipan,ladtdn,5-Jul-13,native,13,n,n,0
saipan,ladtdn,5-Jul-13,native,16,n,n,0
saipan,ladtdn,5-Jul-13,native,17,n,n,0
saipan,ladtdn,5-Jul-13,native,18,n,n,0
saipan,ladtdn,5-Jul-13,native,19,n,n,0
saipan,ladtdn,5-Jul-13,native,24,n,n,0
saipan,ladtdn,5-Jul-13,native,26,n,n,0
saipan,ladtdn,5-Jul-13,native,28,n,n,0
saipan,ladtdn,5-Jul-13,native,30,n,n,0
saipan,ladtdn,5-Jul-13,native,32,n,n,0
saipan,ladtdn,5-Jul-13,native,33,n,n,0
saipan,ladtdn,5-Jul-13,native,34,n,n,0
saipan,ladtdn,5-Jul-13,native,38,n,n,0
saipan,ladtdn,5-Jul-13,native,40,n,n,0
saipan,ladtdn,5-Jul-13,native,41,n,n,0
saipan,ladtdn,5-Jul-13,native,42,n,n,0
saipan,ladtdn,5-Jul-13,native,44,n,n,0
saipan,ladtdn,5-Jul-13,native,45,n,n,0
saipan,ladtdn,5-Jul-13,native,46,n,n,0
saipan,ladtdn,5-Jul-13,native,47,n,n,0
saipan,ladtdn,5-Jul-13,native,48,n,n,0
saipan,ladtdn,5-Jul-13,native,49,n,n,0
saipan,ladtdn,5-Jul-13,native,50,n,n,0
saipan,ladtdn,5-Jul-13,native,51,n,n,0
saipan,ladtdn,5-Jul-13,native,52,n,n,0
saipan,ladtdn,5-Jul-13,native,55,n,n,0
saipan,ladtdn,5-Jul-13,native,56,n,n,0
saipan,ladtdn,5-Jul-13,native,57,n,n,0
saipan,ladtdn,5-Jul-13,native,58,n,n,0
saipan,ladtdn,5-Jul-13,native,59,n,n,0
saipan,ladtdn,5-Jul-13,native,61,n,n,0
saipan,ladtdn,5-Jul-13,native,62,n,n,0
saipan,ladtdn,5-Jul-13,native,63,n,n,0
saipan,ladtdn,5-Jul-13,native,64,n,n,0
saipan,ladtdn,5-Jul-13,native,65,n,n,0
saipan,ladtdn,5-Jul-13,native,66,n,n,0
saipan,ladtdn,5-Jul-13,native,68,n,n,0
saipan,ladtdn,5-Jul-13,native,71,n,n,0
saipan,ladtdn,5-Jul-13,native,72,n,n,0
saipan,ladtdn,5-Jul-13,native,73,n,n,0
saipan,ladtdn,5-Jul-13,native,74,n,n,0
saipan,ladtdn,5-Jul-13,native,75,n,n,0
saipan,ladtdn,5-Jul-13,native,76,n,n,0
saipan,ladtdn,5-Jul-13,native,78,n,n,0
saipan,ladtdn,5-Jul-13,native,80,n,n,0
saipan,ladtdn,5-Jul-13,native,81,n,n,0
saipan,ladtdn,5-Jul-13,native,82,n,n,0
saipan,ladtdn,5-Jul-13,native,84,n,n,0
saipan,ladtdn,5-Jul-13,native,88,n,n,0
saipan,ladtdn,5-Jul-13,native,94,n,n,0
saipan,ladtdn,5-Jul-13,native,95,n,n,0
saipan,ladtdn,5-Jul-13,native,96,n,n,0
saipan,ladtdn,5-Jul-13,native,97,n,n,0
saipan,ladtdn,5-Jul-13,native,100,n,n,0
saipan,ladtdn,5-Jul-13,native,101,n,n,0
saipan,ladtdn,5-Jul-13,native,103,n,n,0
saipan,ladtdn,5-Jul-13,native,105,n,n,0
saipan,ladtdn,5-Jul-13,native,107,n,n,0
saipan,ladtdn,5-Jul-13,native,108,n,n,0
saipan,ladtdn,5-Jul-13,native,109,n,n,0
saipan,ladtdn,5-Jul-13,native,110,n,n,0
saipan,ladtdn,5-Jul-13,native,112,n,n,0
saipan,ladtdn,5-Jul-13,native,113,n,n,0
saipan,ladtdn,5-Jul-13,native,115,n,n,0
saipan,ladtdn,5-Jul-13,native,116,n,n,0
saipan,ladtdn,5-Jul-13,native,117,n,n,0
saipan,ladtdn,5-Jul-13,native,118,n,n,0
saipan,ladtdn,5-Jul-13,native,119,n,n,0
saipan,ladtdn,5-Jul-13,native,120,n,n,0
saipan,ladtdn,5-Jul-13,native,123,n,n,0
saipan,ladtdn,5-Jul-13,native,124,n,n,0
saipan,ladtdn,5-Jul-13,native,125,n,n,0
saipan,ladtdn,5-Jul-13,native,128,n,n,0
saipan,ladtdn,5-Jul-13,native,129,n,n,0
saipan,ladtdn,5-Jul-13,native,131,n,n,0
saipan,ladtdn,5-Jul-13,native,132,n,n,0
saipan,ladtdn,5-Jul-13,native,133,n,n,0
saipan,ladtdn,5-Jul-13,native,135,n,n,0
saipan,ladtdn,5-Jul-13,native,136,n,n,0
saipan,ladtdn,5-Jul-13,native,137,n,n,0
saipan,ladtdn,5-Jul-13,native,138,n,n,0
saipan,ladtdn,5-Jul-13,native,139,n,n,0
saipan,ladtdn,5-Jul-13,native,140,n,n,0
saipan,ladtdn,5-Jul-13,native,141,n,n,0
saipan,ladtdn,5-Jul-13,native,142,n,n,0
saipan,ladtdn,5-Jul-13,native,143,n,n,0
saipan,ladtdn,5-Jul-13,native,144,n,n,0
saipan,ladtdn,5-Jul-13,native,145,n,n,0
saipan,ladtdn,5-Jul-13,native,146,n,n,0
saipan,ladtdn,5-Jul-13,native,147,n,n,0
saipan,ladtdn,5-Jul-13,native,148,n,n,0
saipan,ladtdn,5-Jul-13,native,150,n,n,0
guam,twolovers,31-Jul-13,disturbed,1,n,n,0
guam,twolovers,31-Jul-13,disturbed,2,n,n,0
guam,twolovers,31-Jul-13,disturbed,3,n,n,0
guam,twolovers,31-Jul-13,disturbed,5,n,n,0
guam,twolovers,31-Jul-13,disturbed,6,n,n,0
guam,twolovers,31-Jul-13,disturbed,7,n,y,0
guam,twolovers,31-Jul-13,disturbed,9,n,n,0
guam,twolovers,31-Jul-13,disturbed,10,n,n,0
guam,twolovers,31-Jul-13,disturbed,11,n,n,0
guam,twolovers,31-Jul-13,disturbed,12,n,y,0
guam,twolovers,31-Jul-13,disturbed,14,n,n,0
guam,twolovers,31-Jul-13,disturbed,15,n,n,0
guam,twolovers,31-Jul-13,disturbed,16,n,n,0
guam,twolovers,31-Jul-13,disturbed,18,n,y,0
guam,twolovers,31-Jul-13,disturbed,19,n,n,0
guam,twolovers,31-Jul-13,disturbed,20,n,n,0
guam,twolovers,31-Jul-13,disturbed,21,n,n,0
guam,twolovers,31-Jul-13,disturbed,23,n,n,0
guam,twolovers,31-Jul-13,disturbed,24,n,n,0
guam,twolovers,31-Jul-13,disturbed,27,n,n,0
guam,twolovers,31-Jul-13,disturbed,28,n,n,0
guam,twolovers,31-Jul-13,disturbed,29,n,n,0
guam,twolovers,31-Jul-13,disturbed,31,n,n,0
guam,twolovers,31-Jul-13,disturbed,32,n,n,0
guam,twolovers,31-Jul-13,disturbed,33,n,n,0
guam,twolovers,31-Jul-13,disturbed,34,n,n,0
guam,twolovers,31-Jul-13,disturbed,35,n,n,0
guam,twolovers,31-Jul-13,disturbed,38,n,n,0
guam,twolovers,31-Jul-13,disturbed,39,n,n,0
guam,twolovers,31-Jul-13,disturbed,42,n,n,0
guam,twolovers,31-Jul-13,disturbed,43,n,n,0
guam,twolovers,31-Jul-13,disturbed,44,n,n,0
guam,twolovers,31-Jul-13,disturbed,45,n,n,0
guam,twolovers,31-Jul-13,disturbed,46,n,n,0
guam,twolovers,31-Jul-13,disturbed,47,n,n,0
guam,twolovers,31-Jul-13,disturbed,48,n,n,0
guam,twolovers,31-Jul-13,disturbed,49,n,n,0
guam,twolovers,31-Jul-13,disturbed,50,n,n,0
guam,twolovers,31-Jul-13,disturbed,51,n,n,0
guam,twolovers,31-Jul-13,disturbed,53,n,n,0
guam,twolovers,31-Jul-13,disturbed,54,n,n,0
guam,twolovers,31-Jul-13,disturbed,55,n,n,0
guam,twolovers,31-Jul-13,disturbed,56,n,n,0
guam,twolovers,31-Jul-13,disturbed,57,n,n,0
guam,twolovers,31-Jul-13,disturbed,59,n,n,0
guam,twolovers,31-Jul-13,disturbed,60,n,n,0
guam,twolovers,31-Jul-13,disturbed,62,n,n,0
guam,twolovers,31-Jul-13,disturbed,63,n,n,0
guam,twolovers,31-Jul-13,disturbed,65,n,n,0
guam,twolovers,31-Jul-13,disturbed,66,n,n,0
guam,twolovers,31-Jul-13,disturbed,67,n,n,0
guam,twolovers,31-Jul-13,disturbed,68,n,n,0
guam,twolovers,31-Jul-13,disturbed,69,n,n,0
guam,twolovers,31-Jul-13,disturbed,70,n,n,0
guam,twolovers,31-Jul-13,disturbed,71,n,n,0
guam,twolovers,31-Jul-13,disturbed,72,n,n,0
guam,twolovers,31-Jul-13,disturbed,73,n,n,0
guam,twolovers,31-Jul-13,disturbed,74,n,n,0
guam,twolovers,31-Jul-13,disturbed,75,n,n,0
guam,twolovers,31-Jul-13,disturbed,76,n,n,0
guam,twolovers,31-Jul-13,disturbed,77,n,n,0
guam,twolovers,31-Jul-13,disturbed,78,n,n,0
guam,twolovers,31-Jul-13,disturbed,80,n,n,0
guam,twolovers,31-Jul-13,disturbed,81,n,n,0
guam,twolovers,31-Jul-13,disturbed,82,n,n,0
guam,twolovers,31-Jul-13,disturbed,83,n,n,0
guam,twolovers,31-Jul-13,disturbed,84,n,n,0
guam,twolovers,31-Jul-13,disturbed,85,n,n,0
guam,twolovers,31-Jul-13,disturbed,86,n,n,0
guam,twolovers,31-Jul-13,disturbed,87,n,n,0
guam,twolovers,31-Jul-13,disturbed,88,n,n,0
guam,twolovers,31-Jul-13,disturbed,90,n,n,0
guam,twolovers,31-Jul-13,disturbed,94,n,n,0
guam,twolovers,31-Jul-13,disturbed,95,n,n,0
guam,twolovers,31-Jul-13,disturbed,96,n,n,0
guam,twolovers,31-Jul-13,disturbed,97,n,n,0
guam,twolovers,31-Jul-13,disturbed,98,n,n,0
guam,twolovers,31-Jul-13,disturbed,99,n,n,0
guam,twolovers,31-Jul-13,disturbed,100,n,n,0
guam,twolovers,31-Jul-13,disturbed,101,n,n,0
guam,twolovers,31-Jul-13,disturbed,106,n,n,0
guam,twolovers,31-Jul-13,disturbed,107,n,n,0
guam,twolovers,31-Jul-13,disturbed,109,n,n,0
guam,twolovers,31-Jul-13,disturbed,110,n,n,0
guam,twolovers,31-Jul-13,disturbed,111,n,n,0
guam,twolovers,31-Jul-13,disturbed,112,n,n,0
guam,twolovers,31-Jul-13,disturbed,113,n,n,0
guam,twolovers,31-Jul-13,disturbed,114,n,n,0
guam,twolovers,31-Jul-13,disturbed,116,n,n,0
guam,twolovers,31-Jul-13,disturbed,118,n,n,0
guam,twolovers,31-Jul-13,disturbed,119,n,n,0
guam,twolovers,31-Jul-13,disturbed,120,n,n,0
guam,twolovers,31-Jul-13,disturbed,121,n,n,0
guam,twolovers,31-Jul-13,disturbed,122,n,n,0
guam,twolovers,31-Jul-13,disturbed,123,n,n,0
guam,twolovers,31-Jul-13,disturbed,124,n,n,0
guam,twolovers,31-Jul-13,disturbed,125,n,n,0
guam,twolovers,31-Jul-13,disturbed,126,n,n,0
guam,twolovers,31-Jul-13,disturbed,127,n,n,0
guam,twolovers,31-Jul-13,disturbed,128,n,n,0
guam,twolovers,31-Jul-13,disturbed,129,n,n,0
guam,twolovers,31-Jul-13,disturbed,130,n,n,0
guam,twolovers,31-Jul-13,disturbed,131,n,n,0
guam,twolovers,31-Jul-13,disturbed,132,n,n,0
guam,twolovers,31-Jul-13,disturbed,133,n,n,0
guam,twolovers,31-Jul-13,disturbed,136,n,n,0
guam,twolovers,31-Jul-13,disturbed,137,n,n,0
guam,twolovers,31-Jul-13,disturbed,138,n,n,0
guam,twolovers,31-Jul-13,disturbed,140,n,n,0
guam,twolovers,31-Jul-13,disturbed,142,n,n,0
guam,twolovers,31-Jul-13,disturbed,143,n,n,0
guam,twolovers,31-Jul-13,disturbed,144,n,n,0
guam,twolovers,31-Jul-13,disturbed,145,n,n,0
guam,twolovers,31-Jul-13,disturbed,146,n,n,0
guam,twolovers,31-Jul-13,disturbed,147,n,n,0
guam,twolovers,31-Jul-13,disturbed,148,n,n,0
guam,twolovers,31-Jul-13,disturbed,149,n,n,0
guam,twolovers,31-Jul-13,disturbed,150,n,n,0
guam,southblas,31-Jul-13,native,1,n,n,0
guam,southblas,31-Jul-13,native,2,n,n,0
guam,southblas,31-Jul-13,native,3,n,n,0
guam,southblas,31-Jul-13,native,4,n,n,0
guam,southblas,31-Jul-13,native,5,n,n,0
guam,southblas,31-Jul-13,native,6,n,n,0
guam,southblas,31-Jul-13,native,7,n,n,0
guam,southblas,31-Jul-13,native,8,n,n,0
guam,southblas,31-Jul-13,native,9,n,n,0
guam,southblas,31-Jul-13,native,10,n,n,0
guam,southblas,31-Jul-13,native,11,n,n,0
guam,southblas,31-Jul-13,native,12,n,n,0
guam,southblas,31-Jul-13,native,13,n,n,0
guam,southblas,31-Jul-13,native,14,n,n,0
guam,southblas,31-Jul-13,native,15,n,n,0
guam,southblas,31-Jul-13,native,16,n,n,0
guam,southblas,31-Jul-13,native,17,n,n,0
guam,southblas,31-Jul-13,native,18,n,n,0
guam,southblas,31-Jul-13,native,19,n,n,0
guam,southblas,31-Jul-13,native,20,n,n,0
guam,southblas,31-Jul-13,native,21,n,y,0
guam,southblas,31-Jul-13,native,22,n,n,0
guam,southblas,31-Jul-13,native,23,n,n,0
guam,southblas,31-Jul-13,native,24,n,n,0
guam,southblas,31-Jul-13,native,25,n,n,0
guam,southblas,31-Jul-13,native,26,n,n,0
guam,southblas,31-Jul-13,native,27,n,n,0
guam,southblas,31-Jul-13,native,28,n,n,0
guam,southblas,31-Jul-13,native,29,n,n,0
guam,southblas,31-Jul-13,native,30,n,n,0
guam,southblas,31-Jul-13,native,31,n,n,0
guam,southblas,31-Jul-13,native,32,n,n,0
guam,southblas,31-Jul-13,native,33,n,n,0
guam,southblas,31-Jul-13,native,34,n,n,0
guam,southblas,31-Jul-13,native,35,n,n,0
guam,southblas,31-Jul-13,native,36,n,n,0
guam,southblas,31-Jul-13,native,37,n,n,0
guam,southblas,31-Jul-13,native,38,n,n,0
guam,southblas,31-Jul-13,native,39,n,n,0
guam,southblas,31-Jul-13,native,40,n,n,0
guam,southblas,31-Jul-13,native,41,n,n,0
guam,southblas,31-Jul-13,native,42,n,n,0
guam,southblas,31-Jul-13,native,43,n,n,0
guam,southblas,31-Jul-13,native,44,n,n,0
guam,southblas,31-Jul-13,native,45,n,n,0
guam,southblas,31-Jul-13,native,46,n,n,0
guam,southblas,31-Jul-13,native,47,n,n,0
guam,southblas,31-Jul-13,native,48,n,n,0
guam,southblas,31-Jul-13,native,49,n,n,0
guam,southblas,31-Jul-13,native,50,n,n,0
guam,southblas,31-Jul-13,native,51,n,n,0
guam,southblas,31-Jul-13,native,52,n,n,0
guam,southblas,31-Jul-13,native,53,n,n,0
guam,southblas,31-Jul-13,native,54,n,n,0
guam,southblas,31-Jul-13,native,56,n,n,0
guam,southblas,31-Jul-13,native,57,n,n,0
guam,southblas,31-Jul-13,native,58,n,n,0
guam,southblas,31-Jul-13,native,59,n,n,0
guam,southblas,31-Jul-13,native,60,n,n,0
guam,southblas,31-Jul-13,native,61,n,n,0
guam,southblas,31-Jul-13,native,62,n,n,0
guam,southblas,31-Jul-13,native,63,n,n,0
guam,southblas,31-Jul-13,native,64,n,n,0
guam,southblas,31-Jul-13,native,65,n,n,0
guam,southblas,31-Jul-13,native,66,n,n,0
guam,southblas,31-Jul-13,native,67,n,n,0
guam,southblas,31-Jul-13,native,68,n,n,0
guam,southblas,31-Jul-13,native,69,n,n,0
guam,southblas,31-Jul-13,native,70,n,n,0
guam,southblas,31-Jul-13,native,71,n,n,0
guam,southblas,31-Jul-13,native,72,n,n,0
guam,southblas,31-Jul-13,native,73,n,n,0
guam,southblas,31-Jul-13,native,74,n,n,0
guam,southblas,31-Jul-13,native,75,n,n,0
guam,southblas,31-Jul-13,native,76,n,n,0
guam,southblas,31-Jul-13,native,77,n,n,0
guam,southblas,31-Jul-13,native,78,n,n,0
guam,southblas,31-Jul-13,native,80,n,n,0
guam,southblas,31-Jul-13,native,81,n,n,0
guam,southblas,31-Jul-13,native,82,n,n,0
guam,southblas,31-Jul-13,native,83,n,n,0
guam,southblas,31-Jul-13,native,84,n,n,0
guam,southblas,31-Jul-13,native,86,n,n,0
guam,southblas,31-Jul-13,native,87,n,n,0
guam,southblas,31-Jul-13,native,88,n,n,0
guam,southblas,31-Jul-13,native,89,n,n,0
guam,southblas,31-Jul-13,native,90,n,n,0
guam,southblas,31-Jul-13,native,91,n,n,0
guam,southblas,31-Jul-13,native,92,n,n,0
guam,southblas,31-Jul-13,native,93,n,n,0
guam,southblas,31-Jul-13,native,95,n,n,0
guam,southblas,31-Jul-13,native,96,n,n,0
guam,southblas,31-Jul-13,native,97,n,n,0
guam,southblas,31-Jul-13,native,98,n,n,0
guam,southblas,31-Jul-13,native,99,n,n,0
guam,southblas,31-Jul-13,native,100,n,n,0
guam,southblas,31-Jul-13,native,101,n,n,0
guam,southblas,31-Jul-13,native,102,n,n,0
guam,southblas,31-Jul-13,native,103,n,n,0
guam,southblas,31-Jul-13,native,105,n,n,0
guam,southblas,31-Jul-13,native,106,n,n,0
guam,southblas,31-Jul-13,native,107,n,n,0
guam,southblas,31-Jul-13,native,108,n,n,0
guam,southblas,31-Jul-13,native,109,n,n,0
guam,southblas,31-Jul-13,native,110,n,n,0
guam,southblas,31-Jul-13,native,112,n,n,0
guam,southblas,31-Jul-13,native,113,n,n,0
guam,southblas,31-Jul-13,native,114,n,n,0
guam,southblas,31-Jul-13,native,115,n,n,0
guam,southblas,31-Jul-13,native,116,n,n,0
guam,southblas,31-Jul-13,native,117,n,n,0
guam,southblas,31-Jul-13,native,120,n,n,0
guam,southblas,31-Jul-13,native,121,n,n,0
guam,southblas,31-Jul-13,native,122,n,n,0
guam,southblas,31-Jul-13,native,123,n,n,0
guam,southblas,31-Jul-13,native,124,n,n,0
guam,southblas,31-Jul-13,native,125,n,n,0
guam,southblas,31-Jul-13,native,126,n,n,0
guam,southblas,31-Jul-13,native,127,n,n,0
guam,southblas,31-Jul-13,native,128,n,n,0
guam,southblas,31-Jul-13,native,129,n,n,0
guam,southblas,31-Jul-13,native,130,n,n,0
guam,southblas,31-Jul-13,native,131,n,n,0
guam,southblas,31-Jul-13,native,132,n,n,0
guam,southblas,31-Jul-13,native,133,n,n,0
guam,southblas,31-Jul-13,native,134,n,n,0
guam,southblas,31-Jul-13,native,135,n,n,0
guam,southblas,31-Jul-13,native,136,n,n,0
guam,southblas,31-Jul-13,native,137,n,n,0
guam,southblas,31-Jul-13,native,138,n,n,0
guam,southblas,31-Jul-13,native,139,n,n,0
guam,southblas,31-Jul-13,native,140,n,n,0
guam,southblas,31-Jul-13,native,141,n,n,0
guam,southblas,31-Jul-13,native,142,n,n,0
guam,southblas,31-Jul-13,native,143,n,n,0
guam,southblas,31-Jul-13,native,144,n,n,0
guam,southblas,31-Jul-13,native,146,n,n,0
guam,southblas,31-Jul-13,native,147,n,n,0
guam,southblas,31-Jul-13,native,148,n,n,0
guam,southblas,31-Jul-13,native,149,n,n,0
guam,southblas,31-Jul-13,native,150,n,n,0
guam,southblas,31-Jul-13,native,151,n,n,0
guam,marbo,1-Aug-13,disturbed,1,n,n,0
guam,marbo,1-Aug-13,disturbed,2,n,n,0
guam,marbo,1-Aug-13,disturbed,3,n,n,0
guam,marbo,1-Aug-13,disturbed,4,n,n,0
guam,marbo,1-Aug-13,disturbed,7,n,n,0
guam,marbo,1-Aug-13,disturbed,8,n,n,0
guam,marbo,1-Aug-13,disturbed,9,n,n,0
guam,marbo,1-Aug-13,disturbed,10,n,n,0
guam,marbo,1-Aug-13,disturbed,11,n,n,0
guam,marbo,1-Aug-13,disturbed,12,n,n,0
guam,marbo,1-Aug-13,disturbed,14,n,n,0
guam,marbo,1-Aug-13,disturbed,16,n,n,0
guam,marbo,1-Aug-13,disturbed,18,n,n,0
guam,marbo,1-Aug-13,disturbed,19,n,n,0
guam,marbo,1-Aug-13,disturbed,20,n,n,0
guam,marbo,1-Aug-13,disturbed,21,n,n,0
guam,marbo,1-Aug-13,disturbed,23,n,n,0
guam,marbo,1-Aug-13,disturbed,24,n,n,0
guam,marbo,1-Aug-13,disturbed,26,n,n,0
guam,marbo,1-Aug-13,disturbed,28,n,n,0
guam,marbo,1-Aug-13,disturbed,29,n,n,0
guam,marbo,1-Aug-13,disturbed,30,n,n,0
guam,marbo,1-Aug-13,disturbed,34,n,n,0
guam,marbo,1-Aug-13,disturbed,35,n,n,0
guam,marbo,1-Aug-13,disturbed,36,n,n,0
guam,marbo,1-Aug-13,disturbed,37,n,n,0
guam,marbo,1-Aug-13,disturbed,38,n,n,0
guam,marbo,1-Aug-13,disturbed,39,n,n,0
guam,marbo,1-Aug-13,disturbed,40,n,n,0
guam,marbo,1-Aug-13,disturbed,41,n,n,0
guam,marbo,1-Aug-13,disturbed,43,n,n,0
guam,marbo,1-Aug-13,disturbed,44,n,n,0
guam,marbo,1-Aug-13,disturbed,45,n,n,0
guam,marbo,1-Aug-13,disturbed,46,n,n,0
